model	cluster_id	bincode	name	nannot_sources	nspecies
Pp1s83_189V6.1	1928	35.2	not assigned.unknown	3	1
Pp1s134_120V6.1	1933	35.2	not assigned.unknown	1	1
Pp1s134_124V6.1	1933	35.2	not assigned.unknown	1	1
Pp1s5_284V6.1	1934	35.2	not assigned.unknown	4	1
Pp1s31_198V6.1	1942	35.2	not assigned.unknown	3	2
Pp1s63_200V6.1	1942	35.2	not assigned.unknown	3	2
Pp1s80_181V6.1	1942	35.2	not assigned.unknown	3	2
Pp1s80_87V6.1	1944	35.2	not assigned.unknown	1	1
Pp1s24_173V6.1	1965	35.2	not assigned.unknown	1	1
Pp1s83_118V6.1	1965	35.2	not assigned.unknown	1	1
Pp1s83_118V6.2	1965	35.2	not assigned.unknown	1	1
Pp1s10_248V6.1	1969	35.2	not assigned.unknown	1	1
Pp1s427_23V6.1	1969	35.2	not assigned.unknown	1	1
Pp1s10_248V6.2	1969	35.2	not assigned.unknown	1	1
Pp1s10_248V6.3	1969	35.2	not assigned.unknown	1	1
Pp1s10_248V6.4	1969	35.2	not assigned.unknown	1	1
Pp1s47_201V6.1	1978	35.2	not assigned.unknown	3	1
Pp1s14_435V6.1	1978	35.2	not assigned.unknown	3	1
Pp1s72_221V6.1	1978	35.2	not assigned.unknown	3	1
Pp1s229_22V6.2	1983	35.2	not assigned.unknown	1	1
Pp1s387_49V6.1	1983	35.2	not assigned.unknown	1	1
Pp1s229_22V6.1	1983	35.2	not assigned.unknown	1	1
Pp1s129_195V6.1	1983	35.2	not assigned.unknown	1	1
Pp1s229_22V6.3	1983	35.2	not assigned.unknown	1	1
Pp1s105_108V6.1	1985	35.2	not assigned.unknown	2	1
Pp1s226_73V6.1	1985	35.2	not assigned.unknown	2	1
Pp1s21_302V6.1	1985	35.2	not assigned.unknown	2	1
Pp1s111_138V6.1	1985	35.2	not assigned.unknown	2	1
Pp1s20_21V6.1	1996	35.2	not assigned.unknown	3	2
Pp1s336_69V6.2	1996	35.2	not assigned.unknown	3	2
Pp1s336_69V6.1	1996	35.2	not assigned.unknown	3	2
Pp1s20_21V6.2	1996	35.2	not assigned.unknown	3	2
Pp1s60_254V6.1	2000	35.2	not assigned.unknown	3	1
Pp1s32_138V6.1	2000	35.2	not assigned.unknown	3	1
Pp1s42_228V6.1	2001	35.2	not assigned.unknown	1	1
Pp1s31_283V6.1	2001	35.2	not assigned.unknown	1	1
Pp1s4_412V6.1	2001	35.2	not assigned.unknown	1	1
Pp1s42_233V6.1	2001	35.2	not assigned.unknown	1	1
Pp1s70_244V6.1	2004	35.2	not assigned.unknown	3	1
Pp1s70_244V6.2	2004	35.2	not assigned.unknown	3	1
Pp1s307_65V6.1	2009	35.2	not assigned.unknown	1	1
Pp1s5_157V6.1	2009	35.2	not assigned.unknown	1	1
Pp1s116_53V6.1	2009	35.2	not assigned.unknown	1	1
Pp1s291_39V6.1	2009	35.2	not assigned.unknown	1	1
Pp1s9_203V6.1	2016	35.2	not assigned.unknown	1	1
Pp1s184_56V6.1	2016	35.2	not assigned.unknown	1	1
Pp1s387_11V6.2	2016	35.2	not assigned.unknown	1	1
Pp1s387_11V6.1	2016	35.2	not assigned.unknown	1	1
Pp1s387_11V6.3	2016	35.2	not assigned.unknown	1	1
Pp1s213_122V6.1	2018	35.2	not assigned.unknown	1	1
Pp1s33_390V6.1	2018	35.2	not assigned.unknown	1	1
Pp1s336_66V6.1	2018	35.2	not assigned.unknown	1	1
Pp1s59_306V6.1	2021	35.2	not assigned.unknown	1	1
Pp1s358_21V6.1	2021	35.2	not assigned.unknown	1	1
Pp1s89_217V6.1	2022	35.2	not assigned.unknown	3	1
Pp1s203_98V6.1	2022	35.2	not assigned.unknown	3	1
Pp1s359_2V6.2	2022	35.2	not assigned.unknown	3	1
Pp1s359_2V6.3	2022	35.2	not assigned.unknown	3	1
Pp1s359_2V6.1	2022	35.2	not assigned.unknown	3	1
Pp1s104_108V6.1	2022	35.2	not assigned.unknown	3	1
Pp1s64_46V6.2	2045	35.2	not assigned.unknown	1	1
Pp1s15_112V6.1	2045	35.2	not assigned.unknown	1	1
Pp1s64_46V6.1	2045	35.2	not assigned.unknown	1	1
Pp1s15_107V6.1	2051	35.2	not assigned.unknown	1	1
Pp1s88_103V6.1	2051	35.2	not assigned.unknown	1	1
Pp1s7_501V6.1	2051	35.2	not assigned.unknown	1	1
Pp1s227_17V6.1	2053	35.2	not assigned.unknown	3	1
Pp1s401_34V6.1	2053	35.2	not assigned.unknown	3	1
Pp1s198_141V6.1	2053	35.2	not assigned.unknown	3	1
Pp1s32_144V6.1	2053	35.2	not assigned.unknown	3	1
Pp1s35_63V6.1	2053	35.2	not assigned.unknown	3	1
Pp1s69_198V6.1	2056	35.2	not assigned.unknown	1	1
Pp1s120_100V6.1	2056	35.2	not assigned.unknown	1	1
Pp1s86_160V6.1	2059	35.2	not assigned.unknown	3	2
Pp1s170_48V6.1	2062	35.2	not assigned.unknown	1	1
Pp1s30_303V6.1	2062	35.2	not assigned.unknown	1	1
Pp1s294_28V6.1	2066	35.2	not assigned.unknown	3	1
Pp1s18_197V6.1	2066	35.2	not assigned.unknown	3	1
Pp1s48_19V6.1	2069	35.2	not assigned.unknown	1	1
Pp1s68_249V6.1	2069	35.2	not assigned.unknown	1	1
Pp1s253_31V6.1	2081	35.2	not assigned.unknown	1	1
Pp1s154_62V6.1	2095	35.2	not assigned.unknown	1	1
Pp1s180_143V6.1	2095	35.2	not assigned.unknown	1	1
Pp1s431_8V6.1	2099	35.2	not assigned.unknown	3	1
Pp1s309_78V6.1	2099	35.2	not assigned.unknown	3	1
Pp1s57_228V6.1	2099	35.2	not assigned.unknown	3	1
Pp1s4_66V6.1	2099	35.2	not assigned.unknown	3	1
Pp1s390_21V6.1	2099	35.2	not assigned.unknown	3	1
Pp1s4_66V6.2	2099	35.2	not assigned.unknown	3	1
Pp1s125_16V6.1	2100	35.2	not assigned.unknown	1	1
Pp1s475_2V6.1	2107	35.2	not assigned.unknown	2	1
Pp1s3_438V6.2	2107	35.2	not assigned.unknown	2	1
Pp1s3_438V6.1	2107	35.2	not assigned.unknown	2	1
Pp1s74_116V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s123_77V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s235_14V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s228_54V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s17_271V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s178_114V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s178_116V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s136_44V6.1	2110	35.2	not assigned.unknown	5	1
Pp1s209_120V6.3	2129	35.2	not assigned.unknown	1	1
Pp1s209_120V6.6	2129	35.2	not assigned.unknown	1	1
Pp1s209_120V6.4	2129	35.2	not assigned.unknown	1	1
Pp1s26_95V6.1	2129	35.2	not assigned.unknown	1	1
Pp1s209_120V6.1	2129	35.2	not assigned.unknown	1	1
Pp1s209_120V6.2	2129	35.2	not assigned.unknown	1	1
Pp1s209_120V6.7	2129	35.2	not assigned.unknown	1	1
Pp1s209_120V6.5	2129	35.2	not assigned.unknown	1	1
Pp1s99_146V6.1	2130	35.2	not assigned.unknown	3	2
Pp1s213_46V6.1	2130	35.2	not assigned.unknown	3	2
Pp1s271_6V6.1	2130	35.2	not assigned.unknown	3	2
Pp1s3_198V6.1	2148	35.2	not assigned.unknown	3	1
Pp1s118_113V6.1	2151	35.2	not assigned.unknown	1	1
Pp1s72_198V6.1	2155	35.2	not assigned.unknown	3	1
Pp1s276_97V6.5	2164	35.2	not assigned.unknown	1	1
Pp1s53_211V6.1	2164	35.2	not assigned.unknown	1	1
Pp1s276_97V6.3	2164	35.2	not assigned.unknown	1	1
Pp1s276_97V6.4	2164	35.2	not assigned.unknown	1	1
Pp1s276_97V6.1	2164	35.2	not assigned.unknown	1	1
Pp1s276_97V6.2	2164	35.2	not assigned.unknown	1	1
Pp1s49_22V6.1	2166	35.2	not assigned.unknown	1	1
Pp1s114_118V6.1	2166	35.2	not assigned.unknown	1	1
Pp1s46_165V6.1	2168	35.2	not assigned.unknown	1	1
Pp1s376_3V6.2	2183	35.2	not assigned.unknown	1	1
Pp1s46_176V6.3	2183	35.2	not assigned.unknown	1	1
Pp1s46_176V6.2	2183	35.2	not assigned.unknown	1	1
Pp1s376_3V6.1	2183	35.2	not assigned.unknown	1	1
Pp1s376_3V6.3	2183	35.2	not assigned.unknown	1	1
Pp1s46_176V6.1	2183	35.2	not assigned.unknown	1	1
Pp1s376_3V6.4	2183	35.2	not assigned.unknown	1	1
Pp1s201_5V6.1	2184	35.2	not assigned.unknown	1	1
Pp1s185_38V6.1	2184	35.2	not assigned.unknown	1	1
Pp1s185_38V6.2	2184	35.2	not assigned.unknown	1	1
Pp1s47_4V6.1	2188	35.2	not assigned.unknown	1	1
Pp1s47_5V6.2	2188	35.2	not assigned.unknown	1	1
Pp1s47_5V6.1	2188	35.2	not assigned.unknown	1	1
Pp1s47_4V6.2	2188	35.2	not assigned.unknown	1	1
Pp1s119_116V6.1	2199	35.2	not assigned.unknown	1	1
Pp1s398_12V6.1	2199	35.2	not assigned.unknown	1	1
Pp1s114_175V6.1	2205	35.2	not assigned.unknown	2	1
Pp1s177_36V6.1	2205	35.2	not assigned.unknown	2	1
Pp1s10_129V6.1	2207	35.2	not assigned.unknown	1	1
Pp1s18_75V6.1	2207	35.2	not assigned.unknown	1	1
Pp1s328_5V6.2	2217	35.2	not assigned.unknown	1	1
Pp1s328_5V6.1	2217	35.2	not assigned.unknown	1	1
Pp1s27_231V6.1	2217	35.2	not assigned.unknown	1	1
Pp1s42_156V6.2	2224	35.2	not assigned.unknown	1	1
Pp1s31_392V6.1	2224	35.2	not assigned.unknown	1	1
Pp1s42_156V6.1	2224	35.2	not assigned.unknown	1	1
Pp1s59_293V6.1	2225	35.2	not assigned.unknown	1	1
Pp1s59_281V6.1	2225	35.2	not assigned.unknown	1	1
Pp1s184_15V6.1	2230	35.2	not assigned.unknown	2	1
Pp1s73_25V6.1	2230	35.2	not assigned.unknown	2	1
Pp1s184_15V6.2	2230	35.2	not assigned.unknown	2	1
Pp1s391_25V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s112_103V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s60_97V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s35_40V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s35_39V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s306_49V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s143_32V6.1	2245	35.2	not assigned.unknown	1	1
Pp1s68_36V6.1	2248	35.2	not assigned.unknown	2	1
Pp1s147_77V6.1	2248	35.2	not assigned.unknown	2	1
Pp1s48_160V6.1	2248	35.2	not assigned.unknown	2	1
Pp1s49_273V6.1	2249	35.2	not assigned.unknown	1	1
Pp1s49_273V6.4	2249	35.2	not assigned.unknown	1	1
Pp1s49_273V6.2	2249	35.2	not assigned.unknown	1	1
Pp1s49_273V6.3	2249	35.2	not assigned.unknown	1	1
Pp1s409_51V6.1	2284	35.2	not assigned.unknown	1	1
Pp1s112_134V6.1	2294	35.2	not assigned.unknown	1	1
Pp1s391_10V6.1	2294	35.2	not assigned.unknown	1	1
Pp1s61_45V6.1	2295	35.2	not assigned.unknown	1	1
Pp1s152_52V6.1	2300	35.2	not assigned.unknown	3	1
Pp1s49_101V6.1	2300	35.2	not assigned.unknown	3	1
Pp1s134_34V6.1	2300	35.2	not assigned.unknown	3	1
Pp1s323_62V6.2	2300	35.2	not assigned.unknown	3	1
Pp1s323_62V6.3	2300	35.2	not assigned.unknown	3	1
Pp1s323_62V6.1	2300	35.2	not assigned.unknown	3	1
Pp1s268_10V6.1	2308	35.2	not assigned.unknown	3	1
Pp1s103_63V6.1	2308	35.2	not assigned.unknown	3	1
Pp1s379_20V6.1	2321	35.2	not assigned.unknown	1	1
Pp1s268_9V6.2	2321	35.2	not assigned.unknown	1	1
Pp1s32_299V6.1	2321	35.2	not assigned.unknown	1	1
Pp1s268_9V6.1	2321	35.2	not assigned.unknown	1	1
Pp1s80_14V6.1	2334	35.2	not assigned.unknown	2	2
Pp1s28_218V6.1	2334	35.2	not assigned.unknown	2	2
Pp1s311_73V6.1	2334	35.2	not assigned.unknown	2	2
Pp1s84_6V6.1	2345	35.2	not assigned.unknown	1	1
Pp1s147_151V6.1	2345	35.2	not assigned.unknown	1	1
Pp1s69_45V6.1	2345	35.2	not assigned.unknown	1	1
Pp1s147_151V6.2	2345	35.2	not assigned.unknown	1	1
Pp1s24_206V6.2	2347	35.2	not assigned.unknown	1	1
Pp1s24_206V6.4	2347	35.2	not assigned.unknown	1	1
Pp1s24_206V6.3	2347	35.2	not assigned.unknown	1	1
Pp1s24_206V6.5	2347	35.2	not assigned.unknown	1	1
Pp1s24_206V6.1	2347	35.2	not assigned.unknown	1	1
Pp1s456_19V6.1	2366	35.2	not assigned.unknown	2	1
Pp1s34_238V6.1	2366	35.2	not assigned.unknown	2	1
Pp1s200_1V6.1	2366	35.2	not assigned.unknown	2	1
Pp1s49_181V6.1	2369	35.2	not assigned.unknown	1	1
Pp1s184_59V6.1	2369	35.2	not assigned.unknown	1	1
Pp1s49_181V6.2	2369	35.2	not assigned.unknown	1	1
Pp1s127_95V6.1	2373	35.2	not assigned.unknown	1	1
Pp1s53_217V6.2	2373	35.2	not assigned.unknown	1	1
Pp1s34_438V6.1	2373	35.2	not assigned.unknown	1	1
Pp1s53_217V6.1	2373	35.2	not assigned.unknown	1	1
Pp1s118_234V6.1	2377	35.2	not assigned.unknown	1	1
Pp1s118_234V6.2	2377	35.2	not assigned.unknown	1	1
Pp1s194_12V6.2	2384	35.2	not assigned.unknown	1	1
Pp1s194_12V6.1	2384	35.2	not assigned.unknown	1	1
Pp1s215_6V6.1	2384	35.2	not assigned.unknown	1	1
Pp1s263_14V6.1	2384	35.2	not assigned.unknown	1	1
Pp1s215_6V6.2	2384	35.2	not assigned.unknown	1	1
Pp1s215_6V6.3	2384	35.2	not assigned.unknown	1	1
Pp1s220_85V6.1	2388	35.2	not assigned.unknown	1	1
Pp1s220_85V6.2	2388	35.2	not assigned.unknown	1	1
Pp1s291_59V6.1	2388	35.2	not assigned.unknown	1	1
Pp1s96_232V6.1	2391	35.2	not assigned.unknown	2	1
Pp1s325_14V6.1	2391	35.2	not assigned.unknown	2	1
Pp1s5_324V6.1	2402	35.2	not assigned.unknown	1	1
Pp1s167_141V6.1	2402	35.2	not assigned.unknown	1	1
Pp1s123_154V6.1	2413	35.2	not assigned.unknown	4	2
Pp1s462_2V6.1	2415	35.2	not assigned.unknown	1	1
Pp1s33_49V6.1	2419	35.2	not assigned.unknown	3	2
Pp1s7_295V6.1	2426	35.2	not assigned.unknown	3	1
Pp1s313_27V6.1	2426	35.2	not assigned.unknown	3	1
Pp1s28_83V6.1	2426	35.2	not assigned.unknown	3	1
Pp1s126_198V6.1	2427	35.2	not assigned.unknown	3	1
Pp1s126_198V6.2	2427	35.2	not assigned.unknown	3	1
Pp1s390_24V6.1	2431	35.2	not assigned.unknown	1	1
Pp1s77_160V6.1	2431	35.2	not assigned.unknown	1	1
Pp1s60_268V6.1	2434	35.2	not assigned.unknown	2	1
Pp1s207_52V6.3	2438	35.2	not assigned.unknown	1	1
Pp1s207_52V6.1	2438	35.2	not assigned.unknown	1	1
Pp1s31_214V6.2	2438	35.2	not assigned.unknown	1	1
Pp1s207_52V6.2	2438	35.2	not assigned.unknown	1	1
Pp1s31_214V6.1	2438	35.2	not assigned.unknown	1	1
Pp1s123_157V6.1	2441	35.2	not assigned.unknown	1	1
Pp1s136_81V6.1	2441	35.2	not assigned.unknown	1	1
Pp1s4_215V6.2	2453	35.2	not assigned.unknown	3	1
Pp1s4_215V6.1	2453	35.2	not assigned.unknown	3	1
Pp1s93_182V6.1	2457	35.2	not assigned.unknown	2	1
Pp1s197_69V6.1	2467	35.2	not assigned.unknown	1	1
Pp1s42_84V6.1	2470	35.2	not assigned.unknown	3	1
Pp1s138_155V6.1	2470	35.2	not assigned.unknown	3	1
Pp1s533_13V6.2	2473	35.2	not assigned.unknown	2	1
Pp1s273_3V6.1	2473	35.2	not assigned.unknown	2	1
Pp1s70_253V6.1	2473	35.2	not assigned.unknown	2	1
Pp1s273_9V6.1	2473	35.2	not assigned.unknown	2	1
Pp1s533_13V6.1	2473	35.2	not assigned.unknown	2	1
Pp1s273_8V6.1	2473	35.2	not assigned.unknown	2	1
Pp1s59_317V6.1	2478	35.2	not assigned.unknown	1	1
Pp1s358_58V6.2	2478	35.2	not assigned.unknown	1	1
Pp1s469_15V6.1	2490	35.2	not assigned.unknown	1	1
Pp1s14_43V6.1	2490	35.2	not assigned.unknown	1	1
Pp1s42_244V6.1	2490	35.2	not assigned.unknown	1	1
Pp1s49_29V6.1	2490	35.2	not assigned.unknown	1	1
Pp1s64_9V6.1	2490	35.2	not assigned.unknown	1	1
Pp1s34_228V6.1	2495	35.2	not assigned.unknown	3	2
Pp1s84_251V6.1	2495	35.2	not assigned.unknown	3	2
Pp1s299_37V6.1	2495	35.2	not assigned.unknown	3	2
Pp1s20_93V6.1	2495	35.2	not assigned.unknown	3	2
Pp1s22_323V6.3	2498	35.2	not assigned.unknown	2	2
Pp1s22_323V6.2	2498	35.2	not assigned.unknown	2	2
Pp1s22_323V6.1	2498	35.2	not assigned.unknown	2	2
Pp1s140_138V6.1	2498	35.2	not assigned.unknown	2	2
Pp1s140_138V6.2	2498	35.2	not assigned.unknown	2	2
Pp1s140_138V6.3	2498	35.2	not assigned.unknown	2	2
Pp1s97_89V6.1	2501	35.2	not assigned.unknown	1	1
Pp1s38_350V6.1	2501	35.2	not assigned.unknown	1	1
Pp1s70_213V6.1	2504	35.2	not assigned.unknown	2	1
Pp1s47_94V6.2	2504	35.2	not assigned.unknown	2	1
Pp1s47_94V6.3	2504	35.2	not assigned.unknown	2	1
Pp1s47_94V6.4	2504	35.2	not assigned.unknown	2	1
Pp1s47_94V6.1	2504	35.2	not assigned.unknown	2	1
Pp1s70_213V6.2	2504	35.2	not assigned.unknown	2	1
Pp1s70_213V6.3	2504	35.2	not assigned.unknown	2	1
Pp1s133_16V6.1	2509	35.2	not assigned.unknown	3	1
Pp1s69_206V6.1	2509	35.2	not assigned.unknown	3	1
Pp1s133_16V6.2	2509	35.2	not assigned.unknown	3	1
Pp1s69_206V6.2	2509	35.2	not assigned.unknown	3	1
Pp1s120_115V6.1	2509	35.2	not assigned.unknown	3	1
Pp1s91_170V6.2	2511	35.2	not assigned.unknown	2	2
Pp1s223_97V6.1	2511	35.2	not assigned.unknown	2	2
Pp1s91_170V6.1	2511	35.2	not assigned.unknown	2	2
Pp1s91_170V6.3	2511	35.2	not assigned.unknown	2	2
Pp1s105_46V6.1	2514	35.2	not assigned.unknown	4	1
Pp1s84_217V6.1	2514	35.2	not assigned.unknown	4	1
Pp1s157_51V6.1	2520	35.2	not assigned.unknown	3	1
Pp1s68_185V6.1	2520	35.2	not assigned.unknown	3	1
Pp1s157_51V6.2	2520	35.2	not assigned.unknown	3	1
Pp1s9_169V6.1	2520	35.2	not assigned.unknown	3	1
Pp1s157_51V6.3	2520	35.2	not assigned.unknown	3	1
Pp1s212_1V6.1	2520	35.2	not assigned.unknown	3	1
Pp1s64_217V6.1	2524	35.2	not assigned.unknown	3	1
Pp1s215_30V6.1	2524	35.2	not assigned.unknown	3	1
Pp1s341_69V6.1	2524	35.2	not assigned.unknown	3	1
Pp1s407_41V6.1	2557	35.2	not assigned.unknown	3	2
Pp1s54_102V6.1	2564	35.2	not assigned.unknown	2	1
Pp1s274_63V6.1	2574	35.2	not assigned.unknown	1	1
Pp1s52_75V6.2	2581	35.2	not assigned.unknown	1	1
Pp1s52_75V6.1	2581	35.2	not assigned.unknown	1	1
Pp1s156_123V6.1	2582	35.2	not assigned.unknown	1	1
Pp1s50_203V6.1	2582	35.2	not assigned.unknown	1	1
Pp1s156_123V6.2	2582	35.2	not assigned.unknown	1	1
Pp1s156_123V6.3	2582	35.2	not assigned.unknown	1	1
Pp1s14_40V6.1	2582	35.2	not assigned.unknown	1	1
Pp1s51_314V6.1	2590	35.2	not assigned.unknown	1	1
Pp1s296_5V6.1	2590	35.2	not assigned.unknown	1	1
Pp1s51_314V6.2	2590	35.2	not assigned.unknown	1	1
Pp1s3_556V6.1	2590	35.2	not assigned.unknown	1	1
Pp1s51_314V6.3	2590	35.2	not assigned.unknown	1	1
Pp1s227_118V6.1	2590	35.2	not assigned.unknown	1	1
Pp1s67_173V6.1	2590	35.2	not assigned.unknown	1	1
Pp1s409_25V6.1	2590	35.2	not assigned.unknown	1	1
Pp1s15_33V6.1	2591	35.2	not assigned.unknown	2	1
Pp1s54_228V6.1	2591	35.2	not assigned.unknown	2	1
Pp1s126_154V6.1	2591	35.2	not assigned.unknown	2	1
Pp1s189_77V6.2	2604	35.2	not assigned.unknown	1	1
Pp1s89_68V6.1	2615	35.2	not assigned.unknown	6	2
Pp1s206_16V6.1	2615	35.2	not assigned.unknown	6	2
Pp1s8_179V6.2	2616	35.2	not assigned.unknown	2	1
Pp1s145_166V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s214_10V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s214_10V6.2	2616	35.2	not assigned.unknown	2	1
Pp1s324_44V6.5	2616	35.2	not assigned.unknown	2	1
Pp1s327_41V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s327_39V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s324_44V6.4	2616	35.2	not assigned.unknown	2	1
Pp1s324_44V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s324_44V6.2	2616	35.2	not assigned.unknown	2	1
Pp1s27_125V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s324_44V6.3	2616	35.2	not assigned.unknown	2	1
Pp1s172_54V6.1	2616	35.2	not assigned.unknown	2	1
Pp1s324_44V6.6	2616	35.2	not assigned.unknown	2	1
Pp1s82_30V6.2	2620	35.2	not assigned.unknown	3	1
Pp1s166_16V6.1	2620	35.2	not assigned.unknown	3	1
Pp1s82_30V6.3	2620	35.2	not assigned.unknown	3	1
Pp1s166_16V6.2	2620	35.2	not assigned.unknown	3	1
Pp1s82_30V6.1	2620	35.2	not assigned.unknown	3	1
Pp1s73_49V6.1	2620	35.2	not assigned.unknown	3	1
Pp1s142_94V6.1	2621	35.2	not assigned.unknown	3	1
Pp1s70_29V6.1	2621	35.2	not assigned.unknown	3	1
Pp1s23_215V6.1	2626	35.2	not assigned.unknown	4	2
Pp1s4_138V6.1	2626	35.2	not assigned.unknown	4	2
Pp1s4_138V6.2	2626	35.2	not assigned.unknown	4	2
Pp1s4_138V6.3	2626	35.2	not assigned.unknown	4	2
Pp1s251_76V6.1	2630	35.2	not assigned.unknown	1	1
Pp1s21_14V6.1	2630	35.2	not assigned.unknown	1	1
Pp1s36_216V6.1	2630	35.2	not assigned.unknown	1	1
Pp1s33_40V6.3	2633	35.2	not assigned.unknown	3	1
Pp1s33_40V6.5	2633	35.2	not assigned.unknown	3	1
Pp1s33_364V6.1	2633	35.2	not assigned.unknown	3	1
Pp1s33_40V6.4	2633	35.2	not assigned.unknown	3	1
Pp1s254_30V6.1	2633	35.2	not assigned.unknown	3	1
Pp1s33_40V6.1	2633	35.2	not assigned.unknown	3	1
Pp1s33_40V6.2	2633	35.2	not assigned.unknown	3	1
Pp1s95_118V6.1	2638	35.2	not assigned.unknown	4	2
Pp1s343_16V6.1	2638	35.2	not assigned.unknown	4	2
Pp1s95_118V6.4	2638	35.2	not assigned.unknown	4	2
Pp1s95_118V6.3	2638	35.2	not assigned.unknown	4	2
Pp1s95_118V6.2	2638	35.2	not assigned.unknown	4	2
Pp1s131_38V6.1	2666	35.2	not assigned.unknown	3	2
Pp1s7_375V6.1	2696	35.2	not assigned.unknown	2	1
Pp1s295_15V6.1	2696	35.2	not assigned.unknown	2	1
Pp1s434_10V6.1	2696	35.2	not assigned.unknown	2	1
Pp1s241_31V6.1	2711	35.2	not assigned.unknown	1	1
Pp1s90_53V6.1	2714	35.2	not assigned.unknown	1	1
Pp1s90_53V6.2	2714	35.2	not assigned.unknown	1	1
Pp1s15_91V6.1	2727	35.2	not assigned.unknown	2	1
Pp1s88_92V6.1	2727	35.2	not assigned.unknown	2	1
Pp1s269_89V6.2	2727	35.2	not assigned.unknown	2	1
Pp1s269_89V6.1	2727	35.2	not assigned.unknown	2	1
Pp1s350_30V6.1	2727	35.2	not assigned.unknown	2	1
Pp1s7_209V6.1	2735	35.2	not assigned.unknown	1	1
Pp1s28_104V6.2	2735	35.2	not assigned.unknown	1	1
Pp1s28_104V6.1	2735	35.2	not assigned.unknown	1	1
Pp1s20_254V6.1	2737	35.2	not assigned.unknown	1	1
Pp1s283_9V6.2	2747	35.2	not assigned.unknown	2	1
Pp1s22_222V6.1	2747	35.2	not assigned.unknown	2	1
Pp1s283_9V6.1	2747	35.2	not assigned.unknown	2	1
Pp1s84_45V6.1	2753	35.2	not assigned.unknown	1	1
Pp1s147_121V6.1	2753	35.2	not assigned.unknown	1	1
Pp1s84_268V6.1	2760	35.2	not assigned.unknown	1	1
Pp1s171_85V6.1	2760	35.2	not assigned.unknown	1	1
Pp1s98_221V6.1	2760	35.2	not assigned.unknown	1	1
Pp1s227_74V6.2	2763	35.2	not assigned.unknown	1	1
Pp1s70_53V6.1	2763	35.2	not assigned.unknown	1	1
Pp1s227_74V6.1	2763	35.2	not assigned.unknown	1	1
Pp1s40_208V6.1	2771	35.2	not assigned.unknown	1	1
Pp1s32_130V6.1	2771	35.2	not assigned.unknown	1	1
Pp1s488_7V6.2	2772	35.2	not assigned.unknown	2	1
Pp1s19_93V6.1	2772	35.2	not assigned.unknown	2	1
Pp1s488_7V6.3	2772	35.2	not assigned.unknown	2	1
Pp1s19_93V6.2	2772	35.2	not assigned.unknown	2	1
Pp1s488_7V6.1	2772	35.2	not assigned.unknown	2	1
Pp1s19_93V6.3	2772	35.2	not assigned.unknown	2	1
Pp1s296_6V6.1	2774	35.2	not assigned.unknown	3	1
Pp1s133_18V6.1	2774	35.2	not assigned.unknown	3	1
Pp1s217_3V6.1	2774	35.2	not assigned.unknown	3	1
Pp1s68_24V6.1	2776	35.2	not assigned.unknown	1	1
Pp1s34_11V6.1	2776	35.2	not assigned.unknown	1	1
Pp1s17_256V6.1	2784	35.2	not assigned.unknown	2	1
Pp1s17_256V6.2	2784	35.2	not assigned.unknown	2	1
Pp1s100_240V6.1	2784	35.2	not assigned.unknown	2	1
Pp1s7_334V6.1	2785	35.2	not assigned.unknown	3	1
Pp1s18_210V6.1	2785	35.2	not assigned.unknown	3	1
Pp1s88_5V6.1	2785	35.2	not assigned.unknown	3	1
Pp1s355_64V6.1	2785	35.2	not assigned.unknown	3	1
Pp1s294_17V6.1	2785	35.2	not assigned.unknown	3	1
Pp1s71_353V6.1	2786	35.2	not assigned.unknown	1	1
Pp1s20_133V6.1	2786	35.2	not assigned.unknown	1	1
Pp1s29_313V6.2	2792	35.2	not assigned.unknown	2	2
Pp1s126_81V6.1	2792	35.2	not assigned.unknown	2	2
Pp1s29_313V6.1	2792	35.2	not assigned.unknown	2	2
Pp1s248_84V6.1	2792	35.2	not assigned.unknown	2	2
Pp1s460_12V6.1	2793	35.2	not assigned.unknown	2	1
Pp1s29_322V6.2	2793	35.2	not assigned.unknown	2	1
Pp1s281_111V6.1	2793	35.2	not assigned.unknown	2	1
Pp1s171_155V6.1	2793	35.2	not assigned.unknown	2	1
Pp1s248_87V6.2	2793	35.2	not assigned.unknown	2	1
Pp1s29_322V6.1	2793	35.2	not assigned.unknown	2	1
