model	cluster_id	bincode	name	nannot_sources	nspecies
Pp1s29_309V6.1	6706	27.1	RNA.processing	1	1
Pp1s59_354V6.1	6866	27.1	RNA.processing	1	1
Pp1s336_43V6.1	6866	27.1	RNA.processing	1	1
Pp1s62_85V6.1	6971	27.1	RNA.processing	1	1
Pp1s267_72V6.1	7011	27.1	RNA.processing	3	1
Pp1s81_214V6.1	7083	27.1	RNA.processing	1	1
Pp1s300_41V6.1	7390	27.1	RNA.processing	1	1
Pp1s36_103V6.1	7501	27.1	RNA.processing	1	1
Pp1s124_28V6.1	7506	27.1	RNA.processing	1	1
Pp1s98_83V6.1	7516	27.1	RNA.processing	3	1
Pp1s1_402V6.1	7624	27.1	RNA.processing	2	2
Pp1s336_24V6.1	7840	27.1	RNA.processing	2	2
Pp1s22_154V6.1	7943	27.1	RNA.processing	1	1
Pp1s101_66V6.1	7952	27.1	RNA.processing	2	2
Pp1s41_53V6.1	7954	27.1	RNA.processing	1	1
Pp1s39_241V6.1	8097	27.1	RNA.processing	2	1
Pp1s407_37V6.1	8097	27.1	RNA.processing	2	1
Pp1s17_107V6.1	8449	27.1	RNA.processing	2	1
Pp1s100_74V6.1	9284	27.1	RNA.processing	1	1
Pp1s116_47V6.1	9642	27.1	RNA.processing	1	1
Pp1s128_117V6.1	10747	27.1	RNA.processing	1	1
Pp1s42_64V6.1	13282	27.1	RNA.processing	1	1
Pp1s138_173V6.1	13282	27.1	RNA.processing	1	1
Pp1s42_64V6.2	13282	27.1	RNA.processing	1	1
Pp1s138_173V6.2	13282	27.1	RNA.processing	1	1
Pp1s58_255V6.1	13753	27.1	RNA.processing	1	1
Pp1s173_12V6.1	189	27.1.1	RNA.processing.splicing	9	2
Pp1s28_193V6.3	189	27.1.1	RNA.processing.splicing	9	2
Pp1s173_12V6.2	189	27.1.1	RNA.processing.splicing	9	2
Pp1s28_193V6.2	189	27.1.1	RNA.processing.splicing	9	2
Pp1s173_12V6.3	189	27.1.1	RNA.processing.splicing	9	2
Pp1s28_193V6.1	189	27.1.1	RNA.processing.splicing	9	2
Pp1s7_8V6.2	189	27.1.1	RNA.processing.splicing	9	2
Pp1s7_8V6.1	189	27.1.1	RNA.processing.splicing	9	2
Pp1s162_102V6.1	256	27.1.1	RNA.processing.splicing	1	1
Pp1s59_249V6.1	380	27.1.1	RNA.processing.splicing	1	1
Pp1s164_21V6.1	380	27.1.1	RNA.processing.splicing	1	1
Pp1s30_190V6.1	380	27.1.1	RNA.processing.splicing	1	1
Pp1s199_148V6.1	380	27.1.1	RNA.processing.splicing	1	1
Pp1s30_190V6.2	380	27.1.1	RNA.processing.splicing	1	1
Pp1s59_249V6.3	380	27.1.1	RNA.processing.splicing	1	1
Pp1s318_23V6.1	380	27.1.1	RNA.processing.splicing	1	1
Pp1s59_249V6.2	380	27.1.1	RNA.processing.splicing	1	1
Pp1s207_102V6.2	553	27.1.1	RNA.processing.splicing	7	2
Pp1s332_29V6.1	553	27.1.1	RNA.processing.splicing	7	2
Pp1s207_102V6.1	553	27.1.1	RNA.processing.splicing	7	2
Pp1s332_29V6.2	553	27.1.1	RNA.processing.splicing	7	2
Pp1s84_50V6.1	592	27.1.1	RNA.processing.splicing	4	1
Pp1s84_50V6.2	592	27.1.1	RNA.processing.splicing	4	1
Pp1s84_51V6.1	592	27.1.1	RNA.processing.splicing	4	1
Pp1s15_14V6.1	651	27.1.1	RNA.processing.splicing	4	2
Pp1s15_14V6.2	651	27.1.1	RNA.processing.splicing	4	2
Pp1s215_70V6.1	651	27.1.1	RNA.processing.splicing	4	2
Pp1s215_70V6.2	651	27.1.1	RNA.processing.splicing	4	2
Pp1s144_89V6.1	656	27.1.1	RNA.processing.splicing	10	1
Pp1s144_89V6.2	656	27.1.1	RNA.processing.splicing	10	1
Pp1s79_75V6.1	710	27.1.1	RNA.processing.splicing	5	2
Pp1s58_254V6.1	710	27.1.1	RNA.processing.splicing	5	2
Pp1s98_130V6.1	710	27.1.1	RNA.processing.splicing	5	2
Pp1s270_44V6.1	710	27.1.1	RNA.processing.splicing	5	2
Pp1s88_42V6.1	710	27.1.1	RNA.processing.splicing	5	2
Pp1s42_165V6.1	1042	27.1.1	RNA.processing.splicing	2	1
Pp1s397_41V6.1	1042	27.1.1	RNA.processing.splicing	2	1
Pp1s31_294V6.1	1042	27.1.1	RNA.processing.splicing	2	1
Pp1s87_109V6.1	1679	27.1.1	RNA.processing.splicing	4	1
Pp1s11_260V6.1	1776	27.1.1	RNA.processing.splicing	2	2
Pp1s270_54V6.2	1779	27.1.1	RNA.processing.splicing	3	1
Pp1s169_60V6.1	1779	27.1.1	RNA.processing.splicing	3	1
Pp1s270_54V6.1	1779	27.1.1	RNA.processing.splicing	3	1
Pp1s169_63V6.1	1779	27.1.1	RNA.processing.splicing	3	1
Pp1s183_39V6.1	1779	27.1.1	RNA.processing.splicing	3	1
Pp1s3_648V6.1	2014	27.1.1	RNA.processing.splicing	1	1
Pp1s156_89V6.1	2014	27.1.1	RNA.processing.splicing	1	1
Pp1s26_95V6.1	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.4	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.2	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.1	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.7	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.6	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.5	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s209_120V6.3	2129	27.1.1	RNA.processing.splicing	3	1
Pp1s87_110V6.1	2484	27.1.1	RNA.processing.splicing	5	2
Pp1s138_169V6.1	2484	27.1.1	RNA.processing.splicing	5	2
Pp1s438_24V6.1	2513	27.1.1	RNA.processing.splicing	3	2
Pp1s101_8V6.1	2513	27.1.1	RNA.processing.splicing	3	2
Pp1s391_44V6.1	2949	27.1.1	RNA.processing.splicing	3	2
Pp1s197_41V6.1	2949	27.1.1	RNA.processing.splicing	3	2
Pp1s188_80V6.1	2949	27.1.1	RNA.processing.splicing	3	2
Pp1s64_187V6.1	3019	27.1.1	RNA.processing.splicing	3	1
Pp1s15_383V6.1	3019	27.1.1	RNA.processing.splicing	3	1
Pp1s14_250V6.1	3019	27.1.1	RNA.processing.splicing	3	1
Pp1s14_250V6.2	3019	27.1.1	RNA.processing.splicing	3	1
Pp1s215_103V6.1	3169	27.1.1	RNA.processing.splicing	2	1
Pp1s154_55V6.1	3203	27.1.1	RNA.processing.splicing	1	1
Pp1s342_21V6.1	3362	27.1.1	RNA.processing.splicing	2	2
Pp1s73_18V6.1	3381	27.1.1	RNA.processing.splicing	1	1
Pp1s250_28V6.1	3481	27.1.1	RNA.processing.splicing	1	1
Pp1s213_125V6.1	3481	27.1.1	RNA.processing.splicing	1	1
Pp1s105_41V6.1	3543	27.1.1	RNA.processing.splicing	2	1
Pp1s105_41V6.2	3543	27.1.1	RNA.processing.splicing	2	1
Pp1s105_41V6.3	3543	27.1.1	RNA.processing.splicing	2	1
Pp1s9_310V6.4	3729	27.1.1	RNA.processing.splicing	3	1
Pp1s9_312V6.1	3729	27.1.1	RNA.processing.splicing	3	1
Pp1s212_9V6.1	3801	27.1.1	RNA.processing.splicing	2	2
Pp1s16_268V6.1	3801	27.1.1	RNA.processing.splicing	2	2
Pp1s29_244V6.2	3816	27.1.1	RNA.processing.splicing	1	1
Pp1s29_244V6.1	3816	27.1.1	RNA.processing.splicing	1	1
Pp1s29_244V6.3	3816	27.1.1	RNA.processing.splicing	1	1
Pp1s81_194V6.1	4049	27.1.1	RNA.processing.splicing	1	1
Pp1s326_23V6.1	4049	27.1.1	RNA.processing.splicing	1	1
Pp1s181_116V6.1	4146	27.1.1	RNA.processing.splicing	2	2
Pp1s55_128V6.1	4146	27.1.1	RNA.processing.splicing	2	2
Pp1s42_265V6.1	4167	27.1.1	RNA.processing.splicing	2	1
Pp1s332_45V6.1	4167	27.1.1	RNA.processing.splicing	2	1
Pp1s20_267V6.1	4213	27.1.1	RNA.processing.splicing	1	1
Pp1s505_13V6.1	4486	27.1.1	RNA.processing.splicing	2	2
Pp1s98_7V6.1	4486	27.1.1	RNA.processing.splicing	2	2
Pp1s218_51V6.1	4532	27.1.1	RNA.processing.splicing	2	2
Pp1s78_50V6.1	4643	27.1.1	RNA.processing.splicing	2	2
Pp1s117_62V6.1	5517	27.1.1	RNA.processing.splicing	1	1
Pp1s72_266V6.1	5517	27.1.1	RNA.processing.splicing	1	1
Pp1s117_62V6.2	5517	27.1.1	RNA.processing.splicing	1	1
Pp1s72_266V6.2	5517	27.1.1	RNA.processing.splicing	1	1
Pp1s70_254V6.1	6288	27.1.1	RNA.processing.splicing	2	2
Pp1s28_211V6.1	6501	27.1.1	RNA.processing.splicing	1	1
Pp1s101_149V6.1	7156	27.1.1	RNA.processing.splicing	2	1
Pp1s62_169V6.1	7991	27.1.1	RNA.processing.splicing	3	1
Pp1s126_194V6.1	8625	27.1.1	RNA.processing.splicing	1	1
Pp1s333_32V6.1	9573	27.1.1	RNA.processing.splicing	1	1
Pp1s55_63V6.1	10397	27.1.1	RNA.processing.splicing	1	1
Pp1s39_105V6.1	11333	27.1.1	RNA.processing.splicing	1	1
Pp1s138_173V6.1	13282	27.1.1	RNA.processing.splicing	1	1
Pp1s42_64V6.1	13282	27.1.1	RNA.processing.splicing	1	1
Pp1s138_173V6.2	13282	27.1.1	RNA.processing.splicing	1	1
Pp1s42_64V6.2	13282	27.1.1	RNA.processing.splicing	1	1
Pp1s18_247V6.1	379	27.1.19	RNA.processing.ribonucleases	4	2
Pp1s509_20V6.1	379	27.1.19	RNA.processing.ribonucleases	4	2
Pp1s17_68V6.1	509	27.1.19	RNA.processing.ribonucleases	6	2
Pp1s85_101V6.1	509	27.1.19	RNA.processing.ribonucleases	6	2
Pp1s358_60V6.1	977	27.1.19	RNA.processing.ribonucleases	5	2
Pp1s358_60V6.2	977	27.1.19	RNA.processing.ribonucleases	5	2
Pp1s59_320V6.1	977	27.1.19	RNA.processing.ribonucleases	5	2
Pp1s92_105V6.1	1490	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s242_68V6.1	1490	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s14_47V6.1	1490	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s50_200V6.1	1490	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s225_33V6.1	1490	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s219_39V6.1	1945	27.1.19	RNA.processing.ribonucleases	3	1
Pp1s119_86V6.1	1945	27.1.19	RNA.processing.ribonucleases	3	1
Pp1s471_24V6.1	2837	27.1.19	RNA.processing.ribonucleases	3	2
Pp1s17_61V6.1	2837	27.1.19	RNA.processing.ribonucleases	3	2
Pp1s16_385V6.1	2996	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s16_385V6.2	2996	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s99_250V6.1	3050	27.1.19	RNA.processing.ribonucleases	5	2
Pp1s126_39V6.1	3178	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s3_568V6.1	3178	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s37_67V6.1	3992	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s37_67V6.2	3992	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s37_67V6.3	3992	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s162_25V6.1	3993	27.1.19	RNA.processing.ribonucleases	2	1
Pp1s162_25V6.2	3993	27.1.19	RNA.processing.ribonucleases	2	1
Pp1s79_85V6.1	4208	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s20_190V6.1	4245	27.1.19	RNA.processing.ribonucleases	2	2
Pp1s49_280V6.1	4541	27.1.19	RNA.processing.ribonucleases	2	1
Pp1s36_100V6.1	4542	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s190_85V6.1	4940	27.1.19	RNA.processing.ribonucleases	5	1
Pp1s367_3V6.2	5015	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s367_3V6.1	5015	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s324_9V6.2	5178	27.1.19	RNA.processing.ribonucleases	3	1
Pp1s324_9V6.1	5178	27.1.19	RNA.processing.ribonucleases	3	1
Pp1s77_97V6.1	5644	27.1.19	RNA.processing.ribonucleases	2	1
Pp1s55_48V6.1	5644	27.1.19	RNA.processing.ribonucleases	2	1
Pp1s263_30V6.1	5852	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s165_124V6.1	5894	27.1.19	RNA.processing.ribonucleases	2	2
Pp1s2_784V6.1	5924	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s45_160V6.1	5924	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s39_104V6.1	6627	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s63_179V6.1	6898	27.1.19	RNA.processing.ribonucleases	1	1
Pp1s34_210V6.1	7179	27.1.19	RNA.processing.ribonucleases	2	2
Pp1s52_162V6.1	8815	27.1.19	RNA.processing.ribonucleases	2	2
Pp1s336_13V6.1	12763	27.1.19	RNA.processing.ribonucleases	2	2
Pp1s5942_1V6.1	12763	27.1.19	RNA.processing.ribonucleases	2	2
Pp1s18_265V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s268_11V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s18_273V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s43_55V6.2	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s89_224V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s38_83V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s43_55V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s427_10V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s331_36V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s22_343V6.1	96	27.1.2	RNA.processing.RNA helicase	9	2
Pp1s7_56V6.1	479	27.1.2	RNA.processing.RNA helicase	5	2
Pp1s54_79V6.1	479	27.1.2	RNA.processing.RNA helicase	5	2
Pp1s163_96V6.1	479	27.1.2	RNA.processing.RNA helicase	5	2
Pp1s7_15V6.1	479	27.1.2	RNA.processing.RNA helicase	5	2
Pp1s163_136V6.1	567	27.1.2	RNA.processing.RNA helicase	5	1
Pp1s48_51V6.1	567	27.1.2	RNA.processing.RNA helicase	5	1
Pp1s173_34V6.1	567	27.1.2	RNA.processing.RNA helicase	5	1
Pp1s243_71V6.1	567	27.1.2	RNA.processing.RNA helicase	5	1
Pp1s48_51V6.2	567	27.1.2	RNA.processing.RNA helicase	5	1
Pp1s84_129V6.1	698	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s28_172V6.1	698	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s138_142V6.1	789	27.1.2	RNA.processing.RNA helicase	6	1
Pp1s35_3V6.1	789	27.1.2	RNA.processing.RNA helicase	6	1
Pp1s42_89V6.1	789	27.1.2	RNA.processing.RNA helicase	6	1
Pp1s123_136V6.1	934	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s311_22V6.1	934	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s123_136V6.2	934	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s59_81V6.1	1206	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s219_39V6.1	1945	27.1.2	RNA.processing.RNA helicase	3	1
Pp1s119_86V6.1	1945	27.1.2	RNA.processing.RNA helicase	3	1
Pp1s235_69V6.2	1947	27.1.2	RNA.processing.RNA helicase	3	1
Pp1s235_69V6.1	1947	27.1.2	RNA.processing.RNA helicase	3	1
Pp1s116_83V6.1	2888	27.1.2	RNA.processing.RNA helicase	2	1
Pp1s307_54V6.1	2888	27.1.2	RNA.processing.RNA helicase	2	1
Pp1s11_157V6.1	3077	27.1.2	RNA.processing.RNA helicase	2	2
Pp1s76_96V6.1	3077	27.1.2	RNA.processing.RNA helicase	2	2
Pp1s104_74V6.1	3313	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s89_147V6.1	3313	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s10_103V6.1	4396	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s44_135V6.1	4396	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s67_231V6.1	4422	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s40_169V6.1	4422	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s27_189V6.1	4635	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s30_42V6.1	4706	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s30_42V6.2	4706	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s91_147V6.1	4876	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s54_78V6.1	4977	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s54_78V6.2	4977	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s257_1V6.1	5000	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s215_4V6.1	5625	27.1.2	RNA.processing.RNA helicase	1	1
Pp1s124_4V6.1	7647	27.1.2	RNA.processing.RNA helicase	2	2
Pp1s59_55V6.2	297	27.1.20	RNA.processing.degradation dicer	7	1
Pp1s149_37V6.1	297	27.1.20	RNA.processing.degradation dicer	7	1
Pp1s30_297V6.1	297	27.1.20	RNA.processing.degradation dicer	7	1
Pp1s82_160V6.1	297	27.1.20	RNA.processing.degradation dicer	7	1
Pp1s59_55V6.3	297	27.1.20	RNA.processing.degradation dicer	7	1
Pp1s59_55V6.1	297	27.1.20	RNA.processing.degradation dicer	7	1
Pp1s283_7V6.1	8306	27.1.21	RNA.processing.siRNA methyltransferase	2	1
Pp1s84_245V6.1	293	27.2	RNA.transcription	5	2
Pp1s248_36V6.1	293	27.2	RNA.transcription	5	2
Pp1s13_317V6.1	293	27.2	RNA.transcription	5	2
Pp1s19_315V6.1	293	27.2	RNA.transcription	5	2
Pp1s997_1V6.1	495	27.2	RNA.transcription	2	1
Pp1s20_365V6.1	495	27.2	RNA.transcription	2	1
Pp1s85_101V6.1	509	27.2	RNA.transcription	1	1
Pp1s17_68V6.1	509	27.2	RNA.transcription	1	1
Pp1s26_192V6.1	652	27.2	RNA.transcription	2	1
Pp1s249_64V6.1	652	27.2	RNA.transcription	2	1
Pp1s460_26V6.1	652	27.2	RNA.transcription	2	1
Pp1s256_41V6.1	763	27.2	RNA.transcription	5	2
Pp1s241_95V6.1	763	27.2	RNA.transcription	5	2
Pp1s246_118V6.1	763	27.2	RNA.transcription	5	2
Pp1s138_171V6.1	805	27.2	RNA.transcription	2	2
Pp1s233_94V6.1	819	27.2	RNA.transcription	3	2
Pp1s402_8V6.1	819	27.2	RNA.transcription	3	2
Pp1s13_321V6.1	1725	27.2	RNA.transcription	4	2
Pp1s246_34V6.2	1725	27.2	RNA.transcription	4	2
Pp1s246_34V6.1	1725	27.2	RNA.transcription	4	2
Pp1s178_112V6.1	1765	27.2	RNA.transcription	2	1
Pp1s207_89V6.1	1844	27.2	RNA.transcription	1	1
Pp1s83_186V6.1	2251	27.2	RNA.transcription	2	1
Pp1s193_6V6.1	2251	27.2	RNA.transcription	2	1
Pp1s83_67V6.1	2251	27.2	RNA.transcription	2	1
Pp1s147_86V6.1	2256	27.2	RNA.transcription	2	1
Pp1s34_263V6.1	2256	27.2	RNA.transcription	2	1
Pp1s147_86V6.2	2256	27.2	RNA.transcription	2	1
Pp1s26_23V6.1	2335	27.2	RNA.transcription	1	1
Pp1s509_22V6.2	2335	27.2	RNA.transcription	1	1
Pp1s509_22V6.1	2335	27.2	RNA.transcription	1	1
Pp1s197_12V6.1	2428	27.2	RNA.transcription	2	1
Pp1s32_290V6.1	2461	27.2	RNA.transcription	2	2
Pp1s129_54V6.1	2461	27.2	RNA.transcription	2	2
Pp1s14_252V6.1	2461	27.2	RNA.transcription	2	2
Pp1s28_86V6.1	2619	27.2	RNA.transcription	2	2
Pp1s34_387V6.1	2619	27.2	RNA.transcription	2	2
Pp1s7_296V6.1	2619	27.2	RNA.transcription	2	2
Pp1s28_82V6.1	2619	27.2	RNA.transcription	2	2
Pp1s7_46V6.1	2718	27.2	RNA.transcription	2	2
Pp1s36_15V6.1	2718	27.2	RNA.transcription	2	2
Pp1s7_46V6.2	2718	27.2	RNA.transcription	2	2
Pp1s30_300V6.1	2886	27.2	RNA.transcription	1	1
Pp1s328_43V6.1	2967	27.2	RNA.transcription	3	2
Pp1s219_54V6.1	2973	27.2	RNA.transcription	1	1
Pp1s122_4V6.1	3017	27.2	RNA.transcription	3	2
Pp1s29_333V6.1	3105	27.2	RNA.transcription	3	2
Pp1s104_211V6.1	3105	27.2	RNA.transcription	3	2
Pp1s169_131V6.1	3328	27.2	RNA.transcription	1	1
Pp1s169_131V6.2	3328	27.2	RNA.transcription	1	1
Pp1s169_131V6.3	3328	27.2	RNA.transcription	1	1
Pp1s111_158V6.1	3342	27.2	RNA.transcription	3	2
Pp1s30_177V6.1	3429	27.2	RNA.transcription	3	2
Pp1s303_26V6.1	3458	27.2	RNA.transcription	3	1
Pp1s169_65V6.1	3560	27.2	RNA.transcription	1	1
Pp1s80_151V6.1	3560	27.2	RNA.transcription	1	1
Pp1s190_89V6.1	3602	27.2	RNA.transcription	2	1
Pp1s1_420V6.1	3610	27.2	RNA.transcription	2	1
Pp1s2_670V6.1	3680	27.2	RNA.transcription	3	2
Pp1s270_56V6.1	4174	27.2	RNA.transcription	2	2
Pp1s307_70V6.1	4195	27.2	RNA.transcription	3	2
Pp1s155_97V6.1	4215	27.2	RNA.transcription	1	1
Pp1s74_182V6.1	4255	27.2	RNA.transcription	3	2
Pp1s519_2V6.1	4295	27.2	RNA.transcription	1	1
Pp1s54_240V6.1	4563	27.2	RNA.transcription	2	1
Pp1s89_20V6.1	4919	27.2	RNA.transcription	1	1
Pp1s169_104V6.1	4938	27.2	RNA.transcription	3	1
Pp1s338_40V6.1	4961	27.2	RNA.transcription	2	2
Pp1s73_64V6.2	5130	27.2	RNA.transcription	1	1
Pp1s73_64V6.1	5130	27.2	RNA.transcription	1	1
Pp1s149_258V6.1	5156	27.2	RNA.transcription	1	1
Pp1s149_261V6.1	5156	27.2	RNA.transcription	1	1
Pp1s403_37V6.2	5182	27.2	RNA.transcription	1	1
Pp1s403_37V6.1	5182	27.2	RNA.transcription	1	1
Pp1s126_141V6.2	5531	27.2	RNA.transcription	1	1
Pp1s126_141V6.1	5531	27.2	RNA.transcription	1	1
Pp1s386_30V6.1	5563	27.2	RNA.transcription	3	1
Pp1s218_13V6.1	5563	27.2	RNA.transcription	3	1
Pp1s79_74V6.1	5720	27.2	RNA.transcription	2	2
Pp1s93_68V6.1	5720	27.2	RNA.transcription	2	2
Pp1s77_172V6.1	5724	27.2	RNA.transcription	1	1
Pp1s30_257V6.1	5946	27.2	RNA.transcription	1	1
Pp1s30_257V6.2	5946	27.2	RNA.transcription	1	1
Pp1s269_59V6.2	6010	27.2	RNA.transcription	2	1
Pp1s269_59V6.1	6010	27.2	RNA.transcription	2	1
Pp1s269_59V6.3	6010	27.2	RNA.transcription	2	1
Pp1s194_21V6.1	6034	27.2	RNA.transcription	1	1
Pp1s173_67V6.1	6069	27.2	RNA.transcription	2	1
Pp1s80_154V6.1	6091	27.2	RNA.transcription	1	1
Pp1s14_240V6.1	6677	27.2	RNA.transcription	1	1
Pp1s14_240V6.2	6677	27.2	RNA.transcription	1	1
Pp1s245_2V6.1	6691	27.2	RNA.transcription	1	1
Pp1s73_2V6.1	6820	27.2	RNA.transcription	1	1
Pp1s73_2V6.2	6820	27.2	RNA.transcription	1	1
Pp1s92_33V6.1	6931	27.2	RNA.transcription	1	1
Pp1s495_5V6.1	7157	27.2	RNA.transcription	1	1
Pp1s31_183V6.1	7676	27.2	RNA.transcription	1	1
Pp1s31_183V6.2	7676	27.2	RNA.transcription	1	1
Pp1s375_28V6.1	8698	27.2	RNA.transcription	1	1
Pp1s74_34V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s152_91V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s152_93V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s152_93V6.2	153	27.3	RNA.regulation of transcription	1	1
Pp1s212_105V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s101_148V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s222_14V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s222_25V6.1	153	27.3	RNA.regulation of transcription	1	1
Pp1s316_11V6.1	833	27.3	RNA.regulation of transcription	1	1
Pp1s152_31V6.1	833	27.3	RNA.regulation of transcription	1	1
Pp1s35_260V6.1	833	27.3	RNA.regulation of transcription	1	1
Pp1s49_248V6.1	833	27.3	RNA.regulation of transcription	1	1
Pp1s316_11V6.2	833	27.3	RNA.regulation of transcription	1	1
Pp1s104_175V6.1	3814	27.3	RNA.regulation of transcription	1	1
Pp1s29_23V6.1	3814	27.3	RNA.regulation of transcription	1	1
Pp1s29_32V6.1	3814	27.3	RNA.regulation of transcription	1	1
Pp1s27_359V6.1	3814	27.3	RNA.regulation of transcription	1	1
Pp1s111_159V6.1	5413	27.3	RNA.regulation of transcription	1	1
Pp1s34_14V6.1	5413	27.3	RNA.regulation of transcription	1	1
Pp1s95_19V6.1	6235	27.3	RNA.regulation of transcription	1	1
Pp1s415_8V6.1	6235	27.3	RNA.regulation of transcription	1	1
Pp1s95_19V6.2	6235	27.3	RNA.regulation of transcription	1	1
Pp1s38_293V6.1	7028	27.3	RNA.regulation of transcription	1	1
Pp1s13_380V6.1	7237	27.3	RNA.regulation of transcription	1	1
Pp1s13_380V6.2	7237	27.3	RNA.regulation of transcription	1	1
Pp1s199_25V6.1	7294	27.3	RNA.regulation of transcription	1	1
Pp1s199_104V6.1	7294	27.3	RNA.regulation of transcription	1	1
Pp1s199_104V6.3	7294	27.3	RNA.regulation of transcription	1	1
Pp1s86_212V6.1	7951	27.3	RNA.regulation of transcription	1	1
Pp1s141_33V6.1	8947	27.3	RNA.regulation of transcription	1	1
Pp1s376_31V6.1	8947	27.3	RNA.regulation of transcription	1	1
Pp1s141_33V6.2	8947	27.3	RNA.regulation of transcription	1	1
Pp1s11_10V6.1	9114	27.3	RNA.regulation of transcription	1	1
Pp1s56_2V6.1	9125	27.3	RNA.regulation of transcription	2	1
Pp1s200_101V6.1	9472	27.3	RNA.regulation of transcription	2	1
Pp1s28_102V6.1	15178	27.3	RNA.regulation of transcription	1	1
Pp1s42_132V6.1	923	27.3.1	RNA.regulation of transcription.ABI3/VP1-related B3-domain-containing transcription factor family	1	1
Pp1s31_242V6.1	923	27.3.1	RNA.regulation of transcription.ABI3/VP1-related B3-domain-containing transcription factor family	1	1
Pp1s21_125V6.1	13504	27.3.1	RNA.regulation of transcription.ABI3/VP1-related B3-domain-containing transcription factor family	1	1
Pp1s77_113V6.1	768	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	1	1
Pp1s129_63V6.1	768	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	1	1
Pp1s6_315V6.1	1481	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	3	1
Pp1s102_155V6.1	1481	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	3	1
Pp1s6_324V6.1	1481	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	3	1
Pp1s191_12V6.1	1661	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	5	1
Pp1s33_273V6.1	1661	27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	5	1
