accession	annotator_id	csid	date	value	source
Pp1s8519_1V6.1	cosmoss		2009-06-30 12:44:40	abcb17	cosmoss|V1.2-5_mapping_Phypa_158315
Pp1s85_103V6.1	cosmoss		2009-06-30 12:37:19	cki3b	cosmoss|V1.2-5_mapping_Phypa_165308
Pp1s85_12V6.1	cosmoss		2009-06-30 12:38:49	hds3	cosmoss|V1.2-5_mapping_Phypa_130936
Pp1s85_154V6.1	cosmoss		2009-06-30 12:49:02	hda1509	cosmoss|V1.2-5_mapping_Phypa_130902
Pp1s85_160V6.1	cosmoss		2009-06-30 12:51:33	arp1506	cosmoss|V1.2-5_mapping_Phypa_106591
Pp1s85_160V6.2	cosmoss		2009-06-30 12:51:33	arp1506	cosmoss|V1.2-5_mapping_Phypa_106591
Pp1s87_156V6.1	rensing		2010-01-15 11:20:33	hyh1	cosmoss|V1.2-5_mapping_Phypa_213225
Pp1s87_184V6.1	cosmoss	366	2009-06-30 12:45:53	ftsZ2-2	cosmoss|V1.2-5_mapping_Phypa_185873
Pp1s87_38V6.1	cosmoss		2009-06-30 12:39:35	ein3a	cosmoss|V1.2-5_mapping_Phypa_131221
Pp1s87_56V6.2	cosmoss		2009-06-30 12:49:49	sft1	cosmoss|V1.2-5_mapping_Phypa_213187
Pp1s87_69V6.1	gustin		2010-05-21 04:10:02	mtp11.2	cosmoss|V1.2-5_mapping_Phypa_439743
Pp1s88_217V6.1	cosmoss		2009-06-30 12:40:19	rabe13	cosmoss|V1.2-5_mapping_Phypa_186004
Pp1s89_134V6.1	cosmoss		2009-06-30 12:41:08	abcg29	cosmoss|V1.2-5_mapping_Phypa_131586
Pp1s8_103V6.1	cosmoss		2009-06-30 12:51:13	chc1501	cosmoss|V1.2-5_mapping_Phypa_113811
Pp1s8_137V6.1	cosmoss		2009-06-30 12:49:31	cesa3	cosmoss|V1.2-5_mapping_Phypa_202222
Pp1s8_151V6.1	student	117	2010-07-10 19:19:30	pip2_1	cosmoss|V1.2-5_mapping_Phypa_202226
Pp1s8_288V6.1	lang	70	2009-07-17 09:24:55	pca1	cosmoss|V1.2-5_mapping_Phypa_202276
Pp1s8_52V6.1	cosmoss		2009-06-30 12:37:01	abcb4	cosmoss|V1.2-5_mapping_Phypa_174637
Pp1s90_226V6.1	cosmoss	287	2009-06-30 12:37:20	aldh3d	cosmoss|V1.2-5_mapping_Phypa_165560
Pp1s90_244V6.1	cosmoss		2009-06-30 12:35:40	cesa4	cosmoss|V1.2-5_mapping_Phypa_213586
Pp1s90_46V6.1	cosmoss		2009-06-30 12:47:32	lax2	cosmoss|V1.2-5_mapping_Phypa_186135
Pp1s91_116V6.1	cosmoss		2009-06-30 12:38:05	phy5b	cosmoss|V1.2-5_mapping_Phypa_165601
Pp1s91_116V6.2	cosmoss		2009-06-30 12:38:05	phy5b	cosmoss|V1.2-5_mapping_Phypa_165601
Pp1s91_116V6.3	cosmoss		2009-06-30 12:38:05	phy5b	cosmoss|V1.2-5_mapping_Phypa_165601
Pp1s91_182V6.1	cosmoss		2009-06-30 12:49:49	patpa1502	cosmoss|V1.2-5_mapping_Phypa_213701
Pp1s91_36V6.1	cosmoss		2009-06-30 12:51:34	glp3	cosmoss|V1.2-5_mapping_Phypa_131859
Pp1s91_41V6.1	cosmoss		2009-06-30 12:35:40	hmta1501	cosmoss|V1.2-5_mapping_Phypa_165579
Pp1s91_43V6.1	cosmoss		2009-06-30 12:49:03	cpc1502	cosmoss|V1.2-5_mapping_Phypa_131965
Pp1s92_33V6.1	oesterle	356	2012-09-29 23:21:01	sig5
Pp1s93_81V6.1	cosmoss	287	2009-06-30 12:39:36	aldh2a	cosmoss|V1.2-5_mapping_Phypa_132136
Pp1s93_81V6.2	cosmoss		2009-06-30 12:39:36	aldh2a	cosmoss|V1.2-5_mapping_Phypa_132136
Pp1s95_20V6.1	cosmoss		2009-06-30 12:50:40	rabd12	cosmoss|V1.2-5_mapping_Phypa_186523
Pp1s95_40V6.1	cosmoss		2009-06-30 12:45:03	haf1501	cosmoss|V1.2-5_mapping_Phypa_165727
Pp1s95_92V6.1	gustin		2010-05-08 02:48:00	mtp6	cosmoss|V1.2-5_mapping_Phypa_440704
Pp1s96_114V6.1	cosmoss		2009-06-30 12:36:32	htr1502	cosmoss|V1.2-5_mapping_Phypa_165771
Pp1s96_141V6.1	cosmoss		2009-06-30 12:44:17	hak4	cosmoss|V1.2-5_mapping_Phypa_106748
Pp1s96_165V6.1	cosmoss	362,361	2009-06-30 12:47:33	cca1b	cosmoss|V1.2-5_mapping_Phypa_132382
Pp1s96_216V6.1	cosmoss		2009-06-30 12:34:55	cpk1	cosmoss|V1.2-5_mapping_Phypa_186654
Pp1s96_216V6.2	cosmoss		2009-06-30 12:34:55	cpk1	cosmoss|V1.2-5_mapping_Phypa_186654
Pp1s96_216V6.3	cosmoss		2009-06-30 12:34:55	cpk1	cosmoss|V1.2-5_mapping_Phypa_186654
Pp1s97_109V6.1	student	151	2010-07-13 14:30:42	col2	cosmoss|V1.2-5_mapping_Phypa_441024
Pp1s97_253V6.1	cosmoss		2009-06-30 12:49:04	lox12	cosmoss|V1.2-5_mapping_Phypa_132536
Pp1s97_57V6.1	student	126	2010-07-13 13:29:21	glp7	cosmoss|V1.2-5_mapping_Phypa_441018
Pp1s97_57V6.2	student	126	2010-07-13 13:32:14	glp7	cosmoss|V1.2-5_mapping_Phypa_441019
Pp1s97_57V6.3	student	126	2010-07-13 13:38:47	glp7	cosmoss|V1.2-5_mapping_Phypa_441020
Pp1s97_59V6.1	student	126	2010-07-13 19:33:49	glp5	cosmoss|V1.2-5_mapping_Phypa_440990
Pp1s98_140V6.1	cosmoss		2009-06-30 12:48:18	syp7a1	cosmoss|V1.2-5_mapping_Phypa_132725
Pp1s98_157V6.2	oesterle	348,304	2012-03-01 15:56:57	recA1
Pp1s98_232V6.1	cosmoss		2009-06-30 12:45:04	htb1504	cosmoss|V1.2-5_mapping_Phypa_81884
Pp1s98_235V6.1	cosmoss		2009-06-30 12:49:50	htb1505	cosmoss|V1.2-5_mapping_Phypa_214247
Pp1s98_237V6.1	cosmoss		2009-06-30 12:41:57	htb1502	cosmoss|V1.2-5_mapping_Phypa_214250
Pp1s98_68V6.1	cosmoss		2009-06-30 12:42:43	syp12a3	cosmoss|V1.2-5_mapping_Phypa_186818
Pp1s99_95V6.1	lang	69	2009-07-04 14:01:55	lhcsr2	cosmoss|V1.2-5_mapping_Phypa_233731
Pp1s9_108V6.1	oesterle	313	2012-09-30 20:34:11	aug3
Pp1s9_150V6.1	cosmoss		2009-06-30 12:46:25	sdg1518	cosmoss|V1.2-5_mapping_Phypa_174853
Pp1s9_383V6.1	cosmoss		2009-06-30 12:48:46	htr1505	cosmoss|V1.2-5_mapping_Phypa_114256
Pp1s9_391V6.1	student	134	2010-07-14 13:49:31	ntmc2type1.2	cosmoss|V1.2-5_mapping_Phypa_424658
Pp1s9_39V6.1	student		2010-07-14 13:30:32	minE1	cosmoss|V1.2-5_mapping_Phypa_424578
Pp1s9_39V6.2	student		2010-07-14 13:30:23	minE1	cosmoss|V1.2-5_mapping_Phypa_424577
Pp1s9_40V6.1	student	166	2010-07-14 13:30:04	minE1	cosmoss|V1.2-5_mapping_Phypa_424497
